SURVYEAR,LEAID,FIPST,STID,NAME,PHONE,MSTREE,MCITY,MSTATE,MZIP,MZIP4,LSTREE,LCITY,LSTATE,LZIP,LZIP4,TYPE,UNION,CONUM,CONAME,CSA,CBSA,METMIC,ULOCAL,CDCODE,LATCOD,LONCOD,BOUND,GSLO,GSHI
2013,4822890,48,202903,HEMPHILL ISD,4097873371,P O BOX 1950,HEMPHILL,TX,75948,1950,1000 MILAM ST,HEMPHILL,TX,75948,1950,1,000,48403,SABINE COUNTY,N,N,0,00:00:00,4801,31.34468,-93.847571,1,PK,12
2013,4822920,48,237902,HEMPSTEAD ISD,9798263304,P O BOX 1007,HEMPSTEAD,TX,77445,1007,524 AUSTIN ST,HEMPSTEAD,TX,77445,1007,1,000,48473,WALLER COUNTY,288,26420,1,00:00:00,4810,30.097305,-96.072928,1,PK,12
2013,4822970,48,201902,HENDERSON ISD,9036555000,P O BOX 728,HENDERSON,TX,75653,0728,200 N HIGH ST,HENDERSON,TX,75652,3103,1,000,48401,RUSK COUNTY,346,30980,1,00:00:00,4801,32.15501,-94.795891,1,PK,12
2013,4822980,48,039902,HENRIETTA ISD,9407207900,1801 E CRAFTON,HENRIETTA,TX,76365,2414,1801 E CRAFTON,HENRIETTA,TX,76365,2414,1,000,48077,CLAY COUNTY,N,48660,1,00:00:00,4813,33.819281,-98.175421,1,PK,12
2013,4823010,48,059901,HEREFORD ISD,8063640606,601 N 25 MILE AVE,HEREFORD,TX,79045,4406,601 N 25 MILE AVE,HEREFORD,TX,79045,4406,1,000,48117,DEAF SMITH COUNTY,N,25820,2,00:00:00,4813,34.83733,-102.406371,1,PK,12
2013,4823040,48,208901,HERMLEIGH ISD,3258632772,8010 BUSINESS 84H,HERMLEIGH,TX,79526,0195,8010 BUSINESS 84H,HERMLEIGH,TX,79526,0195,1,000,48415,SCURRY COUNTY,N,43660,2,00:00:00,4819,32.628416,-100.754169,1,PK,12
2013,4823070,48,097903,HICO ISD,2547962181,P O BOX 218,HICO,TX,76457,0218,901 CEDAR,HICO,TX,76457,0218,1,000,48193,HAMILTON COUNTY,N,N,0,00:00:00,4825,31.981083,-98.028788,1,PK,12
2013,4823100,48,108905,HIDALGO ISD,9568434405,P O BOX 8220,HIDALGO,TX,78557,8220,324 E FLORA ST,HIDALGO,TX,78557,3004,1,000,48215,HIDALGO COUNTY,365,32580,1,00:00:00,4815,26.0988,-98.259868,1,PK,12
2013,4823140,48,148903,HIGGINS ISD,8068522171,P O BOX 218,HIGGINS,TX,79046,0218,406 N MAIN ST,HIGGINS,TX,79046,0218,1,000,48295,LIPSCOMB COUNTY,N,N,0,00:00:00,4813,36.122547,-100.0266,1,PK,12
2013,4823160,48,084903,HIGH ISLAND ISD,4092865317,P O BOX 246,HIGH ISLAND,TX,77623,0246,2113 6TH ST,HIGH ISLAND,TX,77623,0246,1,000,48167,GALVESTON COUNTY,288,26420,1,00:00:00,4814,29.56309,-94.390482,1,PK,12
2013,4823190,48,177905,HIGHLAND ISD,3257663652,6625 FM 608,ROSCOE,TX,79545,9801,6625 FM 608,ROSCOE,TX,79545,9801,1,000,48353,NOLAN COUNTY,N,45020,2,00:00:00,4819,32.34167,-100.509511,1,PK,12
2013,4823250,48,057911,HIGHLAND PARK ISD,2147803000,7015 WESTCHESTER DR,DALLAS,TX,75205,1061,7015 WESTCHESTER DR,DALLAS,TX,75205,1061,1,000,48113,DALLAS COUNTY,206,19100,1,00:00:00,4832,32.85018,-96.807621,1,PK,12
2013,4823280,48,109904,HILLSBORO ISD,2545828585,121 E FRANKLIN ST,HILLSBORO,TX,76645,2137,121 E FRANKLIN ST,HILLSBORO,TX,76645,2137,1,000,48217,HILL COUNTY,N,N,0,00:00:00,4825,32.01212,-97.129051,1,PK,12
2013,4823310,48,084908,HITCHCOCK ISD,4093166545,7801 NEVILLE AVENUE BUILDING B,HITCHCOCK,TX,77563,1796,7801 NEVILLE AVENUE BUILDING B,HITCHCOCK,TX,77563,1796,1,000,48167,GALVESTON COUNTY,288,26420,1,00:00:00,4814,29.346429,-95.016924,1,PK,12
2013,4823370,48,014905,HOLLAND ISD,2546570175,P O BOX 217,HOLLAND,TX,76534,0217,105 S ROSE LN,HOLLAND,TX,76534,0217,1,000,48027,BELL COUNTY,N,28660,1,00:00:00,4831,30.88192,-97.409791,1,PK,12
2013,4823400,48,005902,HOLLIDAY ISD,9405861281,P O BOX 689,HOLLIDAY,TX,76366,0689,751 COLLEGE AVE,HOLLIDAY,TX,76366,0689,1,000,48009,ARCHER COUNTY,N,48660,1,00:00:00,4813,33.808485,-98.689664,1,PK,12
2013,4823430,48,163904,HONDO ISD,8304263027,P O BOX 308,HONDO,TX,78861,0308,2604 AVE E,HONDO,TX,78861,0308,1,000,48325,MEDINA COUNTY,N,41700,1,00:00:00,4823,29.341492,-99.133433,1,PK,12
2013,4823460,48,074907,HONEY GROVE ISD,9033782264,1206 N SEVENTEENTH ST,HONEY GROVE,TX,75446,1801,1206 N SEVENTEENTH ST,HONEY GROVE,TX,75446,1801,1,000,48147,FANNIN COUNTY,N,N,0,00:00:00,4804,33.591284,-95.900111,1,PK,12
2013,4823490,48,019902,HOOKS ISD,9035476077,100 E 5TH ST,HOOKS,TX,75561,0039,100 E 5TH ST,HOOKS,TX,75561,0039,1,000,48037,BOWIE COUNTY,N,45500,1,00:00:00,4804,33.467189,-94.283443,1,PK,12
2013,4823640,48,101912,HOUSTON ISD,7135566000,4400 W 18TH ST,HOUSTON,TX,77092,8501,4400 W 18TH ST,HOUSTON,TX,77092,8501,1,000,48201,HARRIS COUNTY,288,26420,1,00:00:00,4802,29.80287,-95.455601,1,PK,12
2013,4823670,48,091905,HOWE ISD,9035323228,105 W TUTT ST,HOWE,TX,75459,4594,105 W TUTT ST,HOWE,TX,75459,4594,1,000,48181,GRAYSON COUNTY,206,43300,1,00:00:00,4804,33.507878,-96.612471,1,PK,12
2013,4823700,48,019913,HUBBARD ISD,9036672645,3347 HWY 259 S,DEKALB,TX,75559,0274,3347 HWY 259 S,DEKALB,TX,75559,0274,1,000,48037,BOWIE COUNTY,N,45500,1,00:00:00,4804,33.467153,-94.638361,1,PK,08
2013,4823730,48,109905,HUBBARD ISD,2545762564,P O BOX 218,HUBBARD,TX,76648,0218,1803 NW 4TH ST,HUBBARD,TX,76648,0218,1,000,48217,HILL COUNTY,N,N,0,00:00:00,4825,31.83646,-96.812834,1,PK,12
2013,4823760,48,072908,HUCKABAY ISD,2549688476,200 COUNTY RD 421,STEPHENVILLE,TX,76401,6429,200 COUNTY RD 421,STEPHENVILLE,TX,76401,6429,1,000,48143,ERATH COUNTY,N,44500,2,00:00:00,4811,32.34441,-98.302461,1,PK,12
2013,4823790,48,003902,HUDSON ISD,9368753351,6735 TED TROUT DR,LUFKIN,TX,75904,6641,STATE HWY 94 W,LUFKIN,TX,75904,6641,1,000,48005,ANGELINA COUNTY,N,31260,2,00:00:00,4801,31.31155,-94.836559,1,PK,12
2013,4823820,48,101925,HUFFMAN ISD,2813241871,P O BOX 2390,HUFFMAN,TX,77336,2390,24302 F M 2100,HUFFMAN,TX,77336,2390,1,000,48201,HARRIS COUNTY,288,26420,1,00:00:00,4802,30.026703,-95.088612,1,PK,12
2013,4823850,48,034903,HUGHES SPRINGS ISD,9036393802,871 TAYLOR ST,HUGHES SPRINGS,TX,75656,0398,871 TAYLOR ST,HUGHES SPRINGS,TX,75656,0398,1,000,48067,CASS COUNTY,N,N,0,00:00:00,4804,33.006151,-94.632245,1,PK,12
2013,4823880,48,146905,HULL-DAISETTA ISD,9365366321,P O BOX 477,DAISETTA,TX,77533,0477,117 N MAIN HWY 770,DAISETTA,TX,77533,0477,1,000,48291,LIBERTY COUNTY,288,26420,1,00:00:00,4836,30.118029,-94.645683,1,PK,12
2013,4823910,48,101913,HUMBLE ISD,2816411000,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,2000,20200 EASTWAY VILLAGE DR,HUMBLE,TX,77338,2000,1,000,48201,HARRIS COUNTY,288,26420,1,00:00:00,4802,30.00798,-95.262951,1,PK,12
2013,4823970,48,133902,HUNT ISD,8302384893,P O BOX 259,HUNT,TX,78024,0259,115 SCHOOL LN SW,HUNT,TX,78024,0259,1,000,48265,KERR COUNTY,N,28500,2,00:00:00,4821,30.070095,-99.338502,1,PK,08
2013,4824000,48,003904,HUNTINGTON ISD,9368764287,P O BOX 328,HUNTINGTON,TX,75949,0328,908 MAIN ST,HUNTINGTON,TX,75949,0328,1,000,48005,ANGELINA COUNTY,N,31260,2,00:00:00,4801,31.284647,-94.572915,1,PK,12
2013,4824030,48,236902,HUNTSVILLE ISD,9364356300,441 FM 2821 E,HUNTSVILLE,TX,77320,9298,441 FM 2821 E,HUNTSVILLE,TX,77320,9298,1,000,48471,WALKER COUNTY,288,26660,2,00:00:00,4808,30.742061,-95.540772,1,PK,12
2013,4824060,48,220916,HURST-EULESS-BEDFORD ISD,8172834461,1849A CENTRAL DR,BEDFORD,TX,76022,6096,1849A CENTRAL DR,BEDFORD,TX,76022,6096,1,000,48439,TARRANT COUNTY,206,19100,1,00:00:00,4824,32.822093,-97.133588,1,PK,12
2013,4824100,48,246906,HUTTO ISD,5127593771,200 COLLEGE ST,HUTTO,TX,78634,0430,200 COLLEGE ST,HUTTO,TX,78634,0430,1,000,48491,WILLIAMSON COUNTY,N,12420,1,00:00:00,4831,30.545,-97.542791,1,PK,12
2013,4824120,48,152910,IDALOU ISD,8068921900,P O BOX 1338,IDALOU,TX,79329,1338,601 S WALNUT,IDALOU,TX,79329,1338,1,000,48303,LUBBOCK COUNTY,352,31180,1,00:00:00,4819,33.650362,-101.682898,1,PK,12
2013,4824150,48,120905,INDUSTRIAL ISD,3612843226,P O BOX 369,VANDERBILT,TX,77991,0369,167 5TH ST,VANDERBILT,TX,77991,0369,1,000,48239,JACKSON COUNTY,N,N,0,00:00:00,4827,28.819847,-96.616697,1,PK,12
2013,4824180,48,205903,INGLESIDE ISD,3617767631,P O BOX 1320,INGLESIDE,TX,78362,1313,2664 SAN ANGELO,INGLESIDE,TX,78362,1313,1,000,48409,SAN PATRICIO COUNTY,204,18580,1,00:00:00,4827,27.876824,-97.215468,1,PK,12
2013,4824210,48,133904,INGRAM ISD,8303675517,510 COLLEGE ST,INGRAM,TX,78025,4100,510 COLLEGE ST,INGRAM,TX,78025,4100,1,000,48265,KERR COUNTY,N,28500,2,00:00:00,4821,30.07837,-99.243141,1,PK,12
2013,4824240,48,093903,IOLA ISD,9363942361,P O BOX 159,IOLA,TX,77861,0159,7282 FT WORTH ST,IOLA,TX,77861,0159,1,000,48185,GRIMES COUNTY,N,N,0,00:00:00,4808,30.768,-96.074301,1,PK,12
2013,4824260,48,243903,IOWA PARK CISD,9405924193,P O BOX 898,IOWA PARK,TX,76367,0898,328 E HWY,IOWA PARK,TX,76367,0898,1,000,48485,WICHITA COUNTY,N,48660,1,00:00:00,4813,33.952131,-98.678922,1,PK,12
2013,4824300,48,208903,IRA ISD,3255732629,6143 W FM 1606,IRA,TX,79527,0240,6143 W FM 1606,IRA,TX,79527,0240,1,000,48415,SCURRY COUNTY,N,43660,2,00:00:00,4819,32.58196,-101.004699,1,KG,12
2013,4824330,48,186903,IRAAN-SHEFFIELD ISD,4326392512,P O BOX 486,IRAAN,TX,79744,0486,100 S FARR ST,IRAAN,TX,79744,0486,1,000,48371,PECOS COUNTY,N,N,0,00:00:00,4823,30.908772,-101.899377,1,PK,12
2013,4824360,48,018906,IREDELL ISD,2543642411,P O BOX 39,IREDELL,TX,76649,0039,501 E MCCLAIN,IREDELL,TX,76649,0039,1,000,48035,BOSQUE COUNTY,N,N,0,00:00:00,4825,31.986268,-97.869195,1,PK,12
2013,4824420,48,057912,IRVING ISD,9726005000,P O BOX 152637,IRVING,TX,75015,2637,2621 W AIRPORT FWY,IRVING,TX,75062,6020,1,000,48113,DALLAS COUNTY,206,19100,1,00:00:00,4824,32.83829,-96.982321,1,PK,12
2013,4824450,48,070907,ITALY ISD,9724831815,300 S COLLEGE,ITALY,TX,76651,0909,300 S COLLEGE,ITALY,TX,76651,0909,1,000,48139,ELLIS COUNTY,206,19100,1,00:00:00,4806,32.1805,-96.878511,1,PK,12
2013,4824480,48,109907,ITASCA ISD,2546872922,123 N COLLEGE,ITASCA,TX,76055,2307,123 N COLLEGE,ITASCA,TX,76055,2307,1,000,48217,HILL COUNTY,N,N,0,00:00:00,4825,32.16293,-97.144373,1,PK,12
2013,4824530,48,119902,JACKSBORO ISD,9405677203,750 W BELKNAP,JACKSBORO,TX,76458,1605,750 W BELKNAP,JACKSBORO,TX,76458,1605,1,000,48237,JACK COUNTY,N,N,0,00:00:00,4813,33.21834,-98.170134,1,PK,12
2013,4824590,48,037904,JACKSONVILLE ISD,9035866511,P O BOX 631,JACKSONVILLE,TX,75766,0631,800 COLLEGE AVE,JACKSONVILLE,TX,75766,2930,1,000,48073,CHEROKEE COUNTY,540,27380,2,00:00:00,4805,31.955555,-95.276466,1,PK,12
2013,4824600,48,246907,JARRELL ISD,5127462124,P O BOX 9,JARRELL,TX,76537,0009,312 N 5TH,JARRELL,TX,76537,0009,1,000,48491,WILLIAMSON COUNTY,N,12420,1,00:00:00,4831,30.82789,-97.605951,1,PK,12
2013,4824630,48,121904,JASPER ISD,4093842401,128 PARK ST,JASPER,TX,75951,3466,128 PARK ST,JASPER,TX,75951,3466,1,000,48241,JASPER COUNTY,N,N,0,00:00:00,4836,30.920395,-94.011313,1,PK,12
2013,4824660,48,132902,JAYTON-GIRARD ISD,8062372991,P O BOX 168,JAYTON,TX,79528,0168,700 MADISON,JAYTON,TX,79528,0168,1,000,48263,KENT COUNTY,N,N,0,00:00:00,4819,33.25168,-100.581807,1,PK,12
2013,4824730,48,155901,JEFFERSON ISD,9036652461,1600 MLK,JEFFERSON,TX,75657,2116,1600 MLK,JEFFERSON,TX,75657,2116,1,000,48315,MARION COUNTY,N,N,0,00:00:00,4804,32.776231,-94.359887,1,PK,12
2013,4824750,48,124901,JIM HOGG COUNTY ISD,3615273203,P O BOX 880,HEBBRONVILLE,TX,78361,3025,210 W LUCILLE,HEBBRONVILLE,TX,78361,3025,1,000,48247,JIM HOGG COUNTY,N,N,0,00:00:00,4815,27.314734,-98.679193,1,PK,12
2013,4824780,48,221911,JIM NED CISD,3255547500,P O BOX 9,TUSCOLA,TX,79562,0009,830 GARZA ST,TUSCOLA,TX,79562,0009,1,000,48441,TAYLOR COUNTY,N,10180,1,00:00:00,4819,32.21331,-99.797271,1,PK,12
2013,4824810,48,210902,JOAQUIN ISD,9362693128,11109 US HWY 84 E,JOAQUIN,TX,75954,1029,11109 US HWY 84 E,JOAQUIN,TX,75954,1029,1,000,48419,SHELBY COUNTY,N,N,0,00:00:00,4801,31.95844,-94.166991,1,PK,12
2013,4824840,48,016901,JOHNSON CITY ISD,8308687410,P O BOX 498,JOHNSON CITY,TX,78636,0498,303 N LBJ DR,JOHNSON CITY,TX,78636,0498,1,000,48031,BLANCO COUNTY,N,N,0,00:00:00,4821,30.27941,-98.407881,1,PK,12
2013,4824900,48,050909,JONESBORO ISD,2544632111,P O BOX 125,JONESBORO,TX,76538,0125,14909 E STATE HWY 36,JONESBORO,TX,76538,0125,1,000,48193,HAMILTON COUNTY,N,N,0,00:00:00,4825,31.615389,-97.885137,1,PK,12
2013,4824930,48,126905,JOSHUA ISD,8172022500,P O BOX 40,JOSHUA,TX,76058,0040,310 E 18TH ST,JOSHUA,TX,76058,3110,1,000,48251,JOHNSON COUNTY,206,19100,1,00:00:00,4825,32.45732,-97.386361,1,PK,12
2013,4824960,48,007902,JOURDANTON ISD,8307693548,200 ZANDERSON AVE,JOURDANTON,TX,78026,3045,200 ZANDERSON AVE,JOURDANTON,TX,78026,3045,1,000,48013,ATASCOSA COUNTY,N,41700,1,00:00:00,4828,28.908717,-98.539708,1,PK,12
2013,4824990,48,015916,JUDSON ISD,2109455100,8012 SHIN OAK,LIVE OAK,TX,78233,2457,8012 SHIN OAK,LIVE OAK,TX,78233,2457,1,000,48029,BEXAR COUNTY,N,41700,1,00:00:00,4828,29.55319,-98.329521,1,PK,12
2013,4825020,48,134901,JUNCTION ISD,3254463510,1700 COLLEGE ST,JUNCTION,TX,76849,4508,1700 COLLEGE ST,JUNCTION,TX,76849,4508,1,000,48267,KIMBLE COUNTY,N,N,0,00:00:00,4811,30.488376,-99.778117,1,PK,12
2013,4825110,48,102901,KARNACK ISD,9036793117,P O BOX 259,KARNACK,TX,75661,0259,14109 FM 134,KARNACK,TX,75661,9713,1,000,48203,HARRISON COUNTY,346,32220,2,00:00:00,4801,32.646376,-94.16129,1,PK,12
2013,4825140,48,128901,KARNES CITY ISD,8307802321,314 N HWY 123,KARNES CITY,TX,78118,1900,314 N HWY 123,KARNES CITY,TX,78118,1900,1,000,48255,KARNES COUNTY,N,N,0,00:00:00,4815,28.886923,-97.893002,1,PK,12
2013,4825170,48,101914,KATY ISD,2813966000,P O BOX 159,KATY,TX,77492,0159,6301 S STADIUM LN,KATY,TX,77494,1057,1,000,48157,FORT BEND COUNTY,288,26420,1,00:00:00,4822,29.781108,-95.83056,1,PK,12
2013,4825200,48,129903,KAUFMAN ISD,9729322622,1000 S HOUSTON ST,KAUFMAN,TX,75142,2298,1000 S HOUSTON ST,KAUFMAN,TX,75142,2298,1,000,48257,KAUFMAN COUNTY,206,19100,1,00:00:00,4805,32.58392,-96.313011,1,PK,12
2013,4825230,48,126906,KEENE ISD,8177745200,P O BOX 656,KEENE,TX,76059,0656,3625 HWY 67 E BLDG C,KEENE,TX,76059,0656,1,000,48251,JOHNSON COUNTY,206,19100,1,00:00:00,4825,32.384457,-97.334389,1,PK,12
2013,4825260,48,220907,KELLER ISD,8177441000,350 KELLER PKWY,KELLER,TX,76248,3447,350 KELLER PKWY,KELLER,TX,76248,3447,1,000,48439,TARRANT COUNTY,206,19100,1,00:00:00,4826,32.93362,-97.247941,1,PK,12
2013,4825290,48,242905,KELTON ISD,8068265795,16703 FM 2697,WHEELER,TX,79096,7715,INTERSECTION OF FM 596,WHEELER,TX,79096,7715,1,000,48483,WHEELER COUNTY,N,N,0,00:00:00,4813,35.400971,-100.102915,1,PK,12
2013,4825320,48,129904,KEMP ISD,9034981314,905 S MAIN ST,KEMP,TX,75143,9155,905 S MAIN ST,KEMP,TX,75143,9155,1,000,48257,KAUFMAN COUNTY,206,19100,1,00:00:00,4805,32.437195,-96.228654,1,PK,12
2013,4825410,48,131001,KENEDY COUNTY WIDE CSD,3612945381,BOX 100,SARITA,TX,78385,0100,150 E LA PARRA ST,SARITA,TX,78385,0100,1,000,48261,KENEDY COUNTY,204,28780,2,00:00:00,4834,27.221737,-97.792199,1,PK,06
2013,4825440,48,128902,KENEDY ISD,8305834100,401 F M 719,KENEDY,TX,78119,2034,401 F M 719,KENEDY,TX,78119,2034,1,000,48255,KARNES COUNTY,N,N,0,00:00:00,4815,28.828226,-97.855102,1,PK,12
2013,4825470,48,113906,KENNARD ISD,9366552008,304 HWY SEVEN E,KENNARD,TX,75847,0038,304 HWY SEVEN E,KENNARD,TX,75847,0038,1,000,48225,HOUSTON COUNTY,N,N,0,00:00:00,4808,31.346043,-95.25531,1,PK,12
2013,4825500,48,220914,KENNEDALE ISD,8175638000,P O BOX 467,KENNEDALE,TX,76060,0467,120 W KENNEDALE PKWY,KENNEDALE,TX,76060,0467,1,000,48439,TARRANT COUNTY,206,19100,1,00:00:00,4806,32.647463,-97.222111,1,PK,12
2013,4825530,48,175907,KERENS ISD,9033962924,P O BOX 310,KERENS,TX,75144,0310,200 BOBCAT LN,KERENS,TX,75144,0310,1,000,48349,NAVARRO COUNTY,206,18620,2,00:00:00,4806,32.123837,-96.225291,1,PK,12
2013,4825560,48,248901,KERMIT ISD,4325861000,601 S POPLAR,KERMIT,TX,79745,4712,601 S POPLAR,KERMIT,TX,79745,4712,1,000,48495,WINKLER COUNTY,N,N,0,00:00:00,4823,31.851202,-103.089656,1,PK,12
2013,4825590,48,133903,KERRVILLE ISD,8302572200,1009 BARNETT ST,KERRVILLE,TX,78028,4614,1009 BARNETT ST,KERRVILLE,TX,78028,4614,1,000,48265,KERR COUNTY,N,28500,2,00:00:00,4821,30.046574,-99.132367,1,PK,12
2013,4825620,48,092902,KILGORE ISD,9039883900,301 N KILGORE ST,KILGORE,TX,75662,5499,301 N KILGORE ST,KILGORE,TX,75662,5499,1,000,48183,GREGG COUNTY,346,30980,1,00:00:00,4801,32.387828,-94.874457,1,PK,12
2013,4825660,48,014906,KILLEEN ISD,2543360006,P O BOX 967,KILLEEN,TX,76540,0967,200 N W S YOUNG DR,KILLEEN,TX,76543,4025,1,000,48027,BELL COUNTY,N,28660,1,00:00:00,4831,31.1148,-97.710361,1,PK,12
2013,4825680,48,137901,KINGSVILLE ISD,3615923387,P O BOX 871,KINGSVILLE,TX,78364,0871,207 N THIRD ST,KINGSVILLE,TX,78363,4401,1,000,48273,KLEBERG COUNTY,204,28780,2,00:00:00,4834,27.517767,-97.872123,1,PK,12
2013,4825710,48,121905,KIRBYVILLE CISD,4094237520,206 E MAIN ST,KIRBYVILLE,TX,75956,2128,206 E MAIN ST,KIRBYVILLE,TX,75956,2128,1,000,48241,JASPER COUNTY,N,N,0,00:00:00,4836,30.660736,-93.892665,1,PK,12
2013,4825740,48,101915,KLEIN ISD,8322494000,7200 SPRING CYPRESS RD,KLEIN,TX,77379,3299,7200 SPRING CYPRESS RD,KLEIN,TX,77379,3299,1,000,48201,HARRIS COUNTY,288,26420,1,00:00:00,4802,30.04817,-95.534231,1,PK,12
2013,4825790,48,058905,KLONDIKE ISD,8064627334,2911 COUNTY RD H,LAMESA,TX,79331,4967,2911 CO RD H,LAMESA,TX,79331,4967,1,000,48115,DAWSON COUNTY,N,29500,2,00:00:00,4811,32.529864,-101.948396,1,PK,12
2013,4825800,48,232901,KNIPPA ISD,8309342176,P O BOX 99,KNIPPA,TX,78870,0099,100 KESSLER LN,KNIPPA,TX,78870,0099,1,000,48463,UVALDE COUNTY,N,46620,2,00:00:00,4823,29.299448,-99.632818,1,PK,12
2013,4825870,48,138902,KNOX CITY-O'BRIEN CISD,9406573521,606 E MAIN ST,KNOX CITY,TX,79529,2226,606 E MAIN ST,KNOX CITY,TX,79529,2226,1,000,48275,KNOX COUNTY,N,N,0,00:00:00,4813,33.418045,-99.813044,1,PK,12
2013,4825890,48,018907,KOPPERL ISD,2548893502,P O BOX 67,KOPPERL,TX,76652,0067,175 CR 1240,KOPPERL,TX,76652,0067,1,000,48035,BOSQUE COUNTY,N,N,0,00:00:00,4825,32.072084,-97.500998,1,PK,12
2013,4825920,48,100903,KOUNTZE ISD,4092463352,P O BOX 460,KOUNTZE,TX,77625,0460,160 W VAUGHN ST,KOUNTZE,TX,77625,0460,1,000,48199,HARDIN COUNTY,N,13140,1,00:00:00,4836,30.367112,-94.31348,1,PK,12
2013,4825950,48,219905,KRESS ISD,8066842652,200 EEST 5TH,KRESS,TX,79052,0970,200 E 5TH,KRESS,TX,79052,0970,1,000,48437,SWISHER COUNTY,N,N,0,00:00:00,4813,34.363794,-101.746598,1,PK,12
2013,4825980,48,061905,KRUM ISD,9404826000,1200 BOBCAT BLVD,KRUM,TX,76249,6908,1200 BOBCAT BLVD,KRUM,TX,76249,6908,1,000,48121,DENTON COUNTY,206,19100,1,00:00:00,4826,33.259204,-97.227798,1,PK,12
2013,4826040,48,031905,LA FERIA ISD,9567978300,P O BOX 1159,LA FERIA,TX,78559,1159,203 E OLEANDER,LA FERIA,TX,78559,1159,1,000,48061,CAMERON COUNTY,154,15180,1,00:00:00,4834,26.157817,-97.821888,1,PK,12
2013,4826070,48,125906,LA GLORIA ISD,3613252330,182 E COUNTY RD 401,FALFURRIAS,TX,78355,9712,182 E COUNTY RD 401,FALURRIAS,TX,78355,9712,1,000,48249,JIM WELLS COUNTY,204,10860,2,00:00:00,4834,27.28899,-98.129421,1,PK,06
2013,4826100,48,075902,LA GRANGE ISD,9799687000,P O BOX 100,LA GRANGE,TX,78945,0100,560 N MONROE,LA GRANGE,TX,78945,2819,1,000,48149,FAYETTE COUNTY,N,N,0,00:00:00,4810,29.91176,-96.876201,1,PK,12
2013,4826130,48,108912,LA JOYA ISD,9563232005,201 E EXPY 83,LA JOYA,TX,78560,2009,201 E EXPY 83,LA JOYA,TX,78560,2009,1,000,48215,HIDALGO COUNTY,365,32580,1,00:00:00,4828,26.24817,-98.478721,1,PK,12
2013,4826160,48,084904,LA MARQUE ISD,4099384251,P O BOX 7,LA MARQUE,TX,77568,0007,1727 BAYOU RD,LA MARQUE,TX,77568,0007,1,000,48167,GALVESTON COUNTY,288,26420,1,00:00:00,4814,29.363507,-94.971616,1,PK,12
2013,4826190,48,101916,LA PORTE ISD,2816047050,1002 SAN JACINTO ST,LA PORTE,TX,77571,6496,1002 SAN JACINTO ST,LA PORTE,TX,77571,6496,1,000,48201,HARRIS COUNTY,288,26420,1,00:00:00,4836,29.65594,-95.014221,1,PK,12
2013,4826220,48,107910,LAPOYNOR ISD,9038764057,13155 HWY 175 E,LARUE,TX,75770,9666,13155 HWY 175 E,LARUE,TX,75770,9666,1,000,48213,HENDERSON COUNTY,206,11980,2,00:00:00,4805,32.095889,-95.638673,1,PK,12
2013,4826250,48,254902,LA PRYOR ISD,8303654000,P O BOX 519,LA PRYOR,TX,78872,0519,311 W HWY 57,LA PRYOR,TX,78872,0519,1,000,48507,ZAVALA COUNTY,N,N,0,00:00:00,4823,28.942612,-99.846151,1,PK,12
2013,4826280,48,161906,LA VEGA ISD,2547994963,400 E LOOP 340,WACO,TX,76705,3096,400 E LOOP 340,WACO,TX,76705,3096,1,000,48309,MCLENNAN COUNTY,N,47380,1,00:00:00,4817,31.592346,-97.083448,1,PK,12
2013,4826310,48,247903,LA VERNIA ISD,8307796600,13600 US HWY 87 W,LA VERNIA,TX,78121,9554,13600 US HWY 87 W,LA VERNIA,TX,78121,9554,1,000,48493,WILSON COUNTY,N,41700,1,00:00:00,4828,29.35738,-98.122461,1,PK,12
2013,4826340,48,108914,LA VILLA ISD,9562624755,P O BOX 9,LA VILLA,TX,78562,0009,500 E 9TH ST,LA VILLA,TX,78562,0009,1,000,48215,HIDALGO COUNTY,365,32580,1,00:00:00,4815,26.296322,-97.928759,1,PK,12
2013,4826370,48,015913,LACKLAND ISD,2103575000,2460 KENLY AVE BLDG 8265,SAN ANTONIO,TX,78236,1244,2460 KENLY AVE BLDG 8265,SAN ANTONIO,TX,78236,1244,1,000,48029,BEXAR COUNTY,N,41700,1,00:00:00,4820,29.377867,-98.613942,1,PK,12
2013,4826400,48,227912,LAGO VISTA ISD,5122678300,P O BOX 4929,LAGO VISTA,TX,78645,0009,8039 BAR K RANCH RD,LAGO VISTA,TX,78645,0001,1,000,48453,TRAVIS COUNTY,N,12420,1,00:00:00,4825,30.48023,-97.977481,1,PK,12
2013,4826430,48,061912,LAKE DALLAS ISD,9404974039,P O BOX 548,LAKE DALLAS,TX,75065,0548,104 SWISHER RD,LAKE DALLAS,TX,75065,2629,1,000,48121,DENTON COUNTY,206,19100,1,00:00:00,4826,33.12931,-97.030891,1,PK,12
2013,4826470,48,227913,LAKE TRAVIS ISD,5125336000,3322 RANCH RD 620 S,AUSTIN,TX,78738,6801,3322 RANCH RD 620 S,AUSTIN,TX,78738,6801,1,000,48453,TRAVIS COUNTY,N,12420,1,00:00:00,4825,30.309023,-97.945508,1,PK,12
2013,4826490,48,220910,LAKE WORTH ISD,8173064205,6805 TELEPHONE RD,LAKE WORTH,TX,76135,2899,6805 TELEPHONE RD,LAKE WORTH,TX,76135,2899,1,000,48439,TARRANT COUNTY,206,19100,1,00:00:00,4812,32.812109,-97.437566,1,PK,12
