type,id,name,campus,district,county,overall,overall_score,1_achievement,1_achievement_score,2_progress,2_progress_score,3_gaps,3_gaps_score,student_pop,region,perc_econ_disadvantage,type_detail,absolute_url
campus,103902001.0,HARTLEY SCHOOL,HARTLEY SCHOOL,HARTLEY ISD,Hartley,A,97,A,96,A,94,A,100,232,REGION 16: AMARILLO,65.1%,Elem/Secondary,/districts/hartley-isd/hartley-school/
district,104901.0,HASKELL CISD,,HASKELL CISD,Haskell,A,90,A,91,A,93,B,82,537,REGION 14: ABILENE,67.6%,District,/districts/haskell-cisd/
campus,104901001.0,HASKELL H S,HASKELL H S,HASKELL CISD,Haskell,A,90,A,91,A,90,B,86,146,REGION 14: ABILENE,51.4%,High School,/districts/haskell-cisd/haskell-high-school/
campus,104901041.0,HASKELL J H,HASKELL J H,HASKELL CISD,Haskell,B,87,B,85,A,91,C,76,122,REGION 14: ABILENE,73.0%,Middle School,/districts/haskell-cisd/haskell-junior-high/
campus,104901101.0,HASKELL EL,HASKELL EL,HASKELL CISD,Haskell,B,87,C,74,A,91,C,76,269,REGION 14: ABILENE,74.0%,Elementary,/districts/haskell-cisd/haskell-elementary-school/
district,104903.0,RULE ISD,,RULE ISD,Haskell,B,86,B,84,B,89,C,78,143,REGION 14: ABILENE,81.1%,District,/districts/rule-isd/
campus,104903001.0,RULE SCHOOL,RULE SCHOOL,RULE ISD,Haskell,B,86,B,84,B,89,C,78,143,REGION 14: ABILENE,81.1%,Elem/Secondary,/districts/rule-isd/rule-school/
district,104907.0,PAINT CREEK ISD,,PAINT CREEK ISD,Haskell,A,92,A,90,A,93,B,89,95,REGION 14: ABILENE,82.1%,District,/districts/paint-creek-isd/
campus,104907001.0,PAINT CREEK SCHOOL,PAINT CREEK SCHOOL,PAINT CREEK ISD,Haskell,A,92,A,90,A,93,B,89,95,REGION 14: ABILENE,82.1%,Elem/Secondary,/districts/paint-creek-isd/paint-creek-school/
district,105801.0,KATHERINE ANNE PORTER SCHOOL,,KATHERINE ANNE PORTER SCHOOL,Hays,C,70,Not Rated: Senate Bill 1365,69,C,70,Not Rated,.,74,REGION 13: AUSTIN,4.1%,District,/districts/katherine-anne-porter-school/
campus,105801001.0,KATHERINE ANNE PORTER SCHOOL,KATHERINE ANNE PORTER SCHOOL,KATHERINE ANNE PORTER SCHOOL,Hays,C,70,Not Rated: Senate Bill 1365,69,C,70,Not Rated,.,74,REGION 13: AUSTIN,4.1%,High School,/districts/katherine-anne-porter-school/katherine-anne-porter-school/
district,105802.0,TEXAS PREPARATORY SCHOOL,,TEXAS PREPARATORY SCHOOL,Hays,A,92,Not Rated: Senate Bill 1365,69,A,92,Not Rated,.,120,REGION 13: AUSTIN,57.5%,District,/districts/texas-preparatory-school/
campus,105802041.0,TEXAS PREPARATORY SCHOOL,TEXAS PREPARATORY SCHOOL,TEXAS PREPARATORY SCHOOL,Hays,C,75,Not Rated: Senate Bill 1365,62,C,75,Not Rated,.,72,REGION 13: AUSTIN,55.6%,Elementary,/districts/texas-preparatory-school/texas-preparatory-school/
campus,105802101.0,TEXAS PREPARATORY SCHOOL - AUSTIN CAMPUS,TEXAS PREPARATORY SCHOOL - AUSTIN CAMPUS,TEXAS PREPARATORY SCHOOL,Hays,A,95,C,71,A,95,Not Rated,.,48,REGION 13: AUSTIN,60.4%,Elementary,/districts/texas-preparatory-school/texas-preparatory-school-austin/
district,105803.0,KI CHARTER ACADEMY,,KI CHARTER ACADEMY,Hays,Not Rated: Senate Bill 1365,43,Not Rated: Senate Bill 1365,40,Not Rated: Senate Bill 1365,43,Not Rated,.,281,REGION 13: AUSTIN,99.3%,District,/districts/ki-charter-academy/
campus,105803001.0,KI CHARTER ACADEMY,KI CHARTER ACADEMY,KI CHARTER ACADEMY,Hays,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,161,REGION 13: AUSTIN,100.0%,Elem/Secondary,/districts/ki-charter-academy/ki-charter-academy/
campus,105803002.0,KI CHARTER ACADEMY LIBERTY HILL,KI CHARTER ACADEMY LIBERTY HILL,KI CHARTER ACADEMY,Hays,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,99,REGION 13: AUSTIN,99.0%,Elem/Secondary,/districts/ki-charter-academy/ki-charter-academy-liberty-hill/
campus,105803003.0,KI CHARTER - DESOTO,KI CHARTER - DESOTO,KI CHARTER ACADEMY,Hays,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,21,REGION 13: AUSTIN,95.2%,High School,
district,105902.0,SAN MARCOS CISD,,SAN MARCOS CISD,Hays,C,78,C,71,B,81,C,72,"8,136",REGION 13: AUSTIN,77.8%,District,/districts/san-marcos-cisd/
campus,105902001.0,SAN MARCOS H S,SAN MARCOS H S,SAN MARCOS CISD,Hays,C,77,C,73,B,80,C,71,"2,447",REGION 13: AUSTIN,73.9%,High School,/districts/san-marcos-cisd/san-marcos-high-school/
campus,105902041.0,GOODNIGHT MIDDLE,GOODNIGHT MIDDLE,SAN MARCOS CISD,Hays,Not Rated: Senate Bill 1365,62,Not Rated: Senate Bill 1365,57,Not Rated: Senate Bill 1365,60,Not Rated: Senate Bill 1365,66,871,REGION 13: AUSTIN,83.9%,Middle School,/districts/san-marcos-cisd/goodnight-middle-school/
campus,105902043.0,MILLER MIDDLE,MILLER MIDDLE,SAN MARCOS CISD,Hays,Not Rated: Senate Bill 1365,65,Not Rated: Senate Bill 1365,65,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,56,977,REGION 13: AUSTIN,73.8%,Middle School,/districts/san-marcos-cisd/miller-middle-school/
campus,105902101.0,BOWIE EL,BOWIE EL,SAN MARCOS CISD,Hays,C,73,Not Rated: Senate Bill 1365,60,C,74,C,71,449,REGION 13: AUSTIN,72.4%,Elementary,/districts/san-marcos-cisd/bowie-elementary-school/
campus,105902102.0,CROCKETT EL,CROCKETT EL,SAN MARCOS CISD,Hays,B,87,C,76,A,91,C,78,536,REGION 13: AUSTIN,67.4%,Elementary,/districts/san-marcos-cisd/crockett-elementary-school/
campus,105902103.0,DEZAVALA EL,DEZAVALA EL,SAN MARCOS CISD,Hays,C,75,Not Rated: Senate Bill 1365,59,C,77,Not Rated: Senate Bill 1365,69,571,REGION 13: AUSTIN,87.2%,Elementary,/districts/san-marcos-cisd/dezavala-elementary-school/
campus,105902105.0,TRAVIS EL,TRAVIS EL,SAN MARCOS CISD,Hays,B,81,Not Rated: Senate Bill 1365,67,B,85,C,72,522,REGION 13: AUSTIN,87.5%,Elementary,/districts/san-marcos-cisd/travis-elementary-school/
campus,105902107.0,HERNANDEZ EL,HERNANDEZ EL,SAN MARCOS CISD,Hays,B,83,C,78,B,85,C,77,550,REGION 13: AUSTIN,67.5%,Elementary,/districts/san-marcos-cisd/hernandez-elementary-school/
campus,105902108.0,MENDEZ EL,MENDEZ EL,SAN MARCOS CISD,Hays,B,85,Not Rated: Senate Bill 1365,57,B,89,C,75,462,REGION 13: AUSTIN,88.7%,Elementary,/districts/san-marcos-cisd/mendez-elementary-school/
campus,105902109.0,BONHAM PRE-K SCHOOL,BONHAM PRE-K SCHOOL,SAN MARCOS CISD,Hays,B,87,Not Rated,.,Not Rated,.,Not Rated,.,379,REGION 13: AUSTIN,93.1%,Elementary,/districts/san-marcos-cisd/bonham-pre-k-school/
campus,105902110.0,RODRIGUEZ EL,RODRIGUEZ EL,SAN MARCOS CISD,Hays,B,87,C,72,A,91,C,76,372,REGION 13: AUSTIN,78.5%,Elementary,/districts/san-marcos-cisd/rodriguez-elementary-school/
district,105904.0,DRIPPING SPRINGS ISD,,DRIPPING SPRINGS ISD,Hays,A,93,A,93,A,90,A,93,"7,859",REGION 13: AUSTIN,8.4%,District,/districts/dripping-springs-isd/
campus,105904001.0,DRIPPING SPRINGS H S,DRIPPING SPRINGS H S,DRIPPING SPRINGS ISD,Hays,B,89,A,93,C,75,B,81,"2,325",REGION 13: AUSTIN,8.2%,High School,/districts/dripping-springs-isd/dripping-springs-high-school/
campus,105904041.0,DRIPPING SPRINGS MIDDLE,DRIPPING SPRINGS MIDDLE,DRIPPING SPRINGS ISD,Hays,B,89,A,90,B,85,B,85,890,REGION 13: AUSTIN,13.7%,Middle School,/districts/dripping-springs-isd/dripping-springs-middle-school/
campus,105904042.0,SYCAMORE SPRINGS MIDDLE,SYCAMORE SPRINGS MIDDLE,DRIPPING SPRINGS ISD,Hays,A,91,A,92,B,89,B,87,921,REGION 13: AUSTIN,3.9%,Middle School,/districts/dripping-springs-isd/sycamore-springs-middle-school/
campus,105904101.0,DRIPPING SPRINGS EL,DRIPPING SPRINGS EL,DRIPPING SPRINGS ISD,Hays,B,87,A,90,B,88,B,81,882,REGION 13: AUSTIN,15.5%,Elementary,/districts/dripping-springs-isd/dripping-springs-elementary-school/
campus,105904102.0,WALNUT SPRINGS EL,WALNUT SPRINGS EL,DRIPPING SPRINGS ISD,Hays,A,90,A,91,A,91,B,87,785,REGION 13: AUSTIN,14.0%,Elementary,/districts/dripping-springs-isd/walnut-springs-elementary-school/
campus,105904103.0,ROOSTER SPRINGS EL,ROOSTER SPRINGS EL,DRIPPING SPRINGS ISD,Hays,A,94,A,92,A,92,A,100,834,REGION 13: AUSTIN,4.2%,Elementary,/districts/dripping-springs-isd/rooster-springs-elementary-school/
campus,105904104.0,SYCAMORE SPRINGS EL,SYCAMORE SPRINGS EL,DRIPPING SPRINGS ISD,Hays,A,91,A,92,B,86,B,89,691,REGION 13: AUSTIN,2.0%,Elementary,/districts/dripping-springs-isd/sycamore-springs-elementary-school/
campus,105904105.0,CYPRESS SPRINGS EL,CYPRESS SPRINGS EL,DRIPPING SPRINGS ISD,Hays,A,94,A,91,A,91,A,100,531,REGION 13: AUSTIN,3.0%,Elementary,
district,105905.0,WIMBERLEY ISD,,WIMBERLEY ISD,Hays,A,91,A,92,B,82,B,87,"2,606",REGION 13: AUSTIN,30.9%,District,/districts/wimberley-isd/
campus,105905001.0,WIMBERLEY H S,WIMBERLEY H S,WIMBERLEY ISD,Hays,B,89,A,93,C,79,B,81,829,REGION 13: AUSTIN,25.1%,High School,/districts/wimberley-isd/wimberley-high-school/
campus,105905041.0,DANFORTH J H,DANFORTH J H,WIMBERLEY ISD,Hays,B,86,B,88,B,81,B,82,615,REGION 13: AUSTIN,31.1%,Middle School,/districts/wimberley-isd/danforth-junior-high/
campus,105905101.0,JACOB'S WELL EL,JACOB'S WELL EL,WIMBERLEY ISD,Hays,C,79,B,80,C,74,C,76,535,REGION 13: AUSTIN,31.8%,Elementary,/districts/wimberley-isd/jacobs-well-elementary-school/
campus,105905102.0,BLUE HOLE PRI,BLUE HOLE PRI,WIMBERLEY ISD,Hays,C,79,Not Rated,.,Not Rated,.,Not Rated,.,627,REGION 13: AUSTIN,37.8%,Elementary,/districts/wimberley-isd/blue-hole-primary-school/
district,105906.0,HAYS CISD,,HAYS CISD,Hays,B,87,C,79,B,89,B,82,"21,345",REGION 13: AUSTIN,46.1%,District,/districts/hays-cisd/
campus,105906001.0,JACK C HAYS H S,JACK C HAYS H S,HAYS CISD,Hays,A,90,B,85,A,91,B,86,"1,937",REGION 13: AUSTIN,34.4%,High School,/districts/hays-cisd/jack-c-hays-high-school/
campus,105906002.0,ALTER IMPACT CTR,ALTER IMPACT CTR,HAYS CISD,Hays,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,85,REGION 13: AUSTIN,68.2%,Elem/Secondary,/districts/hays-cisd/alter-impact-center/
campus,105906004.0,LIVE OAK ACADEMY,LIVE OAK ACADEMY,HAYS CISD,Hays,C,79,B,83,B,81,Not Rated: Senate Bill 1365,63,259,REGION 13: AUSTIN,53.3%,High School,/districts/hays-cisd/live-oak-academy/
campus,105906005.0,LEHMAN H S,LEHMAN H S,HAYS CISD,Hays,C,77,C,75,C,78,C,73,"2,023",REGION 13: AUSTIN,55.7%,High School,/districts/hays-cisd/lehman-high-school/
campus,105906006.0,MOE AND GENE JOHNSON H S,MOE AND GENE JOHNSON H S,HAYS CISD,Hays,B,88,B,88,B,88,B,89,"2,452",REGION 13: AUSTIN,31.2%,High School,/districts/hays-cisd/moe-and-gene-johnson-high-school/
campus,105906041.0,R C BARTON MIDDLE,R C BARTON MIDDLE,HAYS CISD,Hays,A,94,A,91,A,92,A,100,758,REGION 13: AUSTIN,31.0%,Middle School,/districts/hays-cisd/r-c-barton-middle-school/
campus,105906043.0,ERIC DAHLSTROM MIDDLE,ERIC DAHLSTROM MIDDLE,HAYS CISD,Hays,B,89,A,91,B,84,B,83,955,REGION 13: AUSTIN,13.1%,Middle School,/districts/hays-cisd/eric-dahlstrom-middle-school/
campus,105906044.0,LAURA B WALLACE MIDDLE,LAURA B WALLACE MIDDLE,HAYS CISD,Hays,C,75,C,75,C,75,C,75,791,REGION 13: AUSTIN,49.6%,Middle School,/districts/hays-cisd/laura-b-wallace-middle-school/
campus,105906045.0,ARMANDO CHAPA MIDDLE,ARMANDO CHAPA MIDDLE,HAYS CISD,Hays,B,83,C,75,B,85,C,77,671,REGION 13: AUSTIN,64.1%,Middle School,/districts/hays-cisd/armando-chapa-middle-school/
campus,105906046.0,D J RED SIMON MIDDLE,D J RED SIMON MIDDLE,HAYS CISD,Hays,Not Rated: Senate Bill 1365,65,Not Rated: Senate Bill 1365,56,Not Rated: Senate Bill 1365,63,Not Rated: Senate Bill 1365,68,718,REGION 13: AUSTIN,78.3%,Middle School,/districts/hays-cisd/d-j-red-simon-middle-school/
campus,105906047.0,DR T C MCCORMICK JR MIDDLE,DR T C MCCORMICK JR MIDDLE,HAYS CISD,Hays,B,84,C,78,B,84,B,84,"1,013",REGION 13: AUSTIN,53.5%,Middle School,/districts/hays-cisd/dr-t-c-mccormick-jr-middle-school/
campus,105906101.0,KYLE EL,KYLE EL,HAYS CISD,Hays,C,78,C,76,B,80,C,73,578,REGION 13: AUSTIN,49.1%,Elementary,/districts/hays-cisd/kyle-elementary-school/
campus,105906103.0,TOM GREEN EL,TOM GREEN EL,HAYS CISD,Hays,C,78,Not Rated: Senate Bill 1365,69,C,79,C,75,830,REGION 13: AUSTIN,41.7%,Elementary,/districts/hays-cisd/tom-green-elementary-school/
campus,105906106.0,BUDA EL,BUDA EL,HAYS CISD,Hays,A,91,B,85,A,91,A,92,678,REGION 13: AUSTIN,35.8%,Elementary,/districts/hays-cisd/buda-elementary-school/
campus,105906107.0,ELM GROVE EL,ELM GROVE EL,HAYS CISD,Hays,A,94,A,92,B,85,A,100,758,REGION 13: AUSTIN,12.5%,Elementary,/districts/hays-cisd/elm-grove-elementary-school/
campus,105906108.0,SUSIE FUENTES EL,SUSIE FUENTES EL,HAYS CISD,Hays,B,82,C,73,B,83,C,78,654,REGION 13: AUSTIN,57.8%,Elementary,/districts/hays-cisd/susie-fuentes-elementary-school/
campus,105906109.0,HEMPHILL EL,HEMPHILL EL,HAYS CISD,Hays,B,87,C,72,A,91,C,77,428,REGION 13: AUSTIN,76.6%,Elementary,/districts/hays-cisd/hemphill-elementary-school/
campus,105906110.0,TOBIAS EL,TOBIAS EL,HAYS CISD,Hays,C,76,C,77,C,77,C,73,646,REGION 13: AUSTIN,44.1%,Elementary,/districts/hays-cisd/tobias-elementary-school/
campus,105906111.0,LAURA B NEGLEY EL,LAURA B NEGLEY EL,HAYS CISD,Hays,B,87,B,89,B,82,B,83,913,REGION 13: AUSTIN,28.8%,Elementary,/districts/hays-cisd/laura-b-negley-elementary-school/
campus,105906112.0,SCIENCE HALL EL,SCIENCE HALL EL,HAYS CISD,Hays,B,81,C,70,B,83,C,75,607,REGION 13: AUSTIN,75.3%,Elementary,/districts/hays-cisd/science-hall-elementary-school/
campus,105906113.0,BLANCO VISTA EL,BLANCO VISTA EL,HAYS CISD,Hays,B,88,C,78,B,89,B,84,710,REGION 13: AUSTIN,52.5%,Elementary,/districts/hays-cisd/blanco-vista-elementary-school/
campus,105906114.0,CAMINO REAL EL,CAMINO REAL EL,HAYS CISD,Hays,B,83,Not Rated: Senate Bill 1365,67,B,86,C,75,774,REGION 13: AUSTIN,85.8%,Elementary,/districts/hays-cisd/camino-real-elementary-school/
campus,105906115.0,CARPENTER HILL EL,CARPENTER HILL EL,HAYS CISD,Hays,A,94,A,92,A,92,A,100,606,REGION 13: AUSTIN,16.5%,Elementary,/districts/hays-cisd/carpenter-hill-elementary-school/
campus,105906116.0,RALPH PFLUGER EL,RALPH PFLUGER EL,HAYS CISD,Hays,A,91,B,82,A,90,A,92,771,REGION 13: AUSTIN,42.8%,Elementary,/districts/hays-cisd/ralph-pfluger-elementary-school/
campus,105906118.0,UHLAND EL,UHLAND EL,HAYS CISD,Hays,B,84,Not Rated: Senate Bill 1365,58,B,89,C,73,730,REGION 13: AUSTIN,88.5%,Elementary,/districts/hays-cisd/uhland-elementary-school/
district,106901.0,CANADIAN ISD,,CANADIAN ISD,Hemphill,A,95,A,94,A,93,A,97,839,REGION 16: AMARILLO,40.3%,District,/districts/canadian-isd/
campus,106901001.0,CANADIAN H S,CANADIAN H S,CANADIAN ISD,Hemphill,A,97,A,95,A,92,A,100,280,REGION 16: AMARILLO,32.5%,High School,/districts/canadian-isd/canadian-high-school/
campus,106901041.0,CANADIAN MIDDLE,CANADIAN MIDDLE,CANADIAN ISD,Hemphill,B,87,B,84,B,85,A,90,216,REGION 16: AMARILLO,42.6%,Middle School,/districts/canadian-isd/canadian-middle-school/
campus,106901101.0,BAKER EL,BAKER EL,CANADIAN ISD,Hemphill,A,95,A,90,A,94,A,98,145,REGION 16: AMARILLO,36.6%,Elementary,/districts/canadian-isd/baker-elementary-school/
campus,106901103.0,CANADIAN EL,CANADIAN EL,CANADIAN ISD,Hemphill,A,95,Not Rated,.,Not Rated,.,Not Rated,.,198,REGION 16: AMARILLO,51.5%,Elementary,/districts/canadian-isd/canadian-elementary-school/
district,107901.0,ATHENS ISD,,ATHENS ISD,Henderson,B,87,B,85,A,91,C,77,"2,955",REGION 10: RICHARDSON,79.1%,District,/districts/athens-isd/
campus,107901001.0,ATHENS H S,ATHENS H S,ATHENS ISD,Henderson,B,81,B,80,B,85,C,72,882,REGION 10: RICHARDSON,75.3%,High School,/districts/athens-isd/athens-high-school/
campus,107901041.0,ATHENS MIDDLE,ATHENS MIDDLE,ATHENS ISD,Henderson,C,79,C,74,B,82,C,73,652,REGION 10: RICHARDSON,78.8%,Middle School,/districts/athens-isd/athens-middle-school/
campus,107901102.0,SOUTH ATHENS EL,SOUTH ATHENS EL,ATHENS ISD,Henderson,B,86,C,77,B,86,B,86,439,REGION 10: RICHARDSON,85.9%,Elementary,/districts/athens-isd/south-athens-elementary-school/
campus,107901103.0,CENTRAL ATHENS,CENTRAL ATHENS,ATHENS ISD,Henderson,B,80,C,76,B,83,C,73,536,REGION 10: RICHARDSON,77.2%,Elementary,/districts/athens-isd/central-athens/
campus,107901104.0,BEL AIR EL,BEL AIR EL,ATHENS ISD,Henderson,A,92,B,80,A,95,B,85,446,REGION 10: RICHARDSON,82.7%,Elementary,/districts/athens-isd/bel-air-elementary-school/
district,107902.0,BROWNSBORO ISD,,BROWNSBORO ISD,Henderson,B,86,B,85,B,87,B,84,"2,584",REGION 07: KILGORE,59.6%,District,/districts/brownsboro-isd/
campus,107902001.0,BROWNSBORO H S,BROWNSBORO H S,BROWNSBORO ISD,Henderson,B,83,B,84,B,80,B,81,758,REGION 07: KILGORE,49.9%,High School,/districts/brownsboro-isd/brownsboro-high-school/
campus,107902041.0,BROWNSBORO J H,BROWNSBORO J H,BROWNSBORO ISD,Henderson,A,92,B,85,A,91,A,95,407,REGION 07: KILGORE,58.5%,Middle School,/districts/brownsboro-isd/brownsboro-junior-high/
campus,107902101.0,BROWNSBORO EL,BROWNSBORO EL,BROWNSBORO ISD,Henderson,B,87,B,86,B,87,B,86,432,REGION 07: KILGORE,63.0%,Elementary,/districts/brownsboro-isd/brownsboro-elementary-school/
campus,107902102.0,CHANDLER INT,CHANDLER INT,BROWNSBORO ISD,Henderson,B,83,C,78,B,85,C,77,261,REGION 07: KILGORE,64.4%,Elementary,/districts/brownsboro-isd/chandler-intermediate-school/
campus,107902103.0,CHANDLER EL,CHANDLER EL,BROWNSBORO ISD,Henderson,B,88,B,85,B,89,B,86,412,REGION 07: KILGORE,71.6%,Elementary,/districts/brownsboro-isd/chandler-elementary-school/
campus,107902104.0,BROWNSBORO INT,BROWNSBORO INT,BROWNSBORO ISD,Henderson,B,81,B,80,B,84,C,74,314,REGION 07: KILGORE,60.5%,Elementary,/districts/brownsboro-isd/brownsboro-intermediate-school/
district,107904.0,CROSS ROADS ISD,,CROSS ROADS ISD,Henderson,B,88,B,85,A,92,B,80,538,REGION 07: KILGORE,53.9%,District,/districts/cross-roads-isd/
campus,107904001.0,CROSS ROADS H S,CROSS ROADS H S,CROSS ROADS ISD,Henderson,B,87,B,85,A,90,C,79,167,REGION 07: KILGORE,40.1%,High School,/districts/cross-roads-isd/cross-roads-high-school/
campus,107904041.0,CROSS ROADS J H,CROSS ROADS J H,CROSS ROADS ISD,Henderson,A,92,A,92,A,93,B,89,117,REGION 07: KILGORE,60.7%,Middle School,/districts/cross-roads-isd/cross-roads-junior-high/
campus,107904101.0,CROSS ROADS EL,CROSS ROADS EL,CROSS ROADS ISD,Henderson,A,90,B,85,A,91,B,88,254,REGION 07: KILGORE,59.8%,Elementary,/districts/cross-roads-isd/cross-roads-elementary-school/
district,107905.0,EUSTACE ISD,,EUSTACE ISD,Henderson,B,87,B,86,B,89,B,82,"1,650",REGION 07: KILGORE,69.1%,District,/districts/eustace-isd/
campus,107905001.0,EUSTACE H S,EUSTACE H S,EUSTACE ISD,Henderson,B,83,B,85,B,82,C,78,432,REGION 07: KILGORE,58.1%,High School,/districts/eustace-isd/eustace-high-school/
campus,107905101.0,EUSTACE PRI,EUSTACE PRI,EUSTACE ISD,Henderson,B,83,Not Rated,.,Not Rated,.,Not Rated,.,480,REGION 07: KILGORE,74.6%,Elementary,/districts/eustace-isd/eustace-primary-school/
campus,107905102.0,EUSTACE MIDDLE,EUSTACE MIDDLE,EUSTACE ISD,Henderson,A,90,B,82,A,90,A,90,375,REGION 07: KILGORE,70.9%,Middle School,/districts/eustace-isd/eustace-middle-school/
campus,107905103.0,EUSTACE INT,EUSTACE INT,EUSTACE ISD,Henderson,B,83,C,78,B,85,C,79,363,REGION 07: KILGORE,73.0%,Elementary,/districts/eustace-isd/eustace-intermediate-school/
district,107906.0,MALAKOFF ISD,,MALAKOFF ISD,Henderson,A,95,A,95,A,95,A,95,"1,420",REGION 07: KILGORE,64.8%,District,/districts/malakoff-isd/
campus,107906001.0,MALAKOFF H S,MALAKOFF H S,MALAKOFF ISD,Henderson,B,89,A,91,A,92,B,82,378,REGION 07: KILGORE,49.7%,High School,/districts/malakoff-isd/malakoff-high-school/
campus,107906003.0,MALAKOFF ALTERNATIVE PROGRAM (MAP),MALAKOFF ALTERNATIVE PROGRAM (MAP),MALAKOFF ISD,Henderson,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,11,REGION 07: KILGORE,63.6%,High School,/districts/malakoff-isd/malakoff-alternative-program-map/
campus,107906041.0,MALAKOFF MIDDLE,MALAKOFF MIDDLE,MALAKOFF ISD,Henderson,A,90,A,91,A,92,B,85,310,REGION 07: KILGORE,68.1%,Middle School,/districts/malakoff-isd/malakoff-middle-school/
campus,107906102.0,MALAKOFF EL,MALAKOFF EL,MALAKOFF ISD,Henderson,B,87,A,91,A,91,C,78,476,REGION 07: KILGORE,70.6%,Elementary,/districts/malakoff-isd/malakoff-elementary-school/
campus,107906104.0,TOOL EL,TOOL EL,MALAKOFF ISD,Henderson,B,89,B,88,A,90,B,88,245,REGION 07: KILGORE,72.7%,Elementary,/districts/malakoff-isd/tool-elementary-school/
district,107907.0,TRINIDAD ISD,,TRINIDAD ISD,Henderson,B,81,B,80,B,83,C,75,153,REGION 07: KILGORE,82.4%,District,/districts/trinidad-isd/
campus,107907001.0,TRINIDAD SCHOOL,TRINIDAD SCHOOL,TRINIDAD ISD,Henderson,B,81,B,80,B,83,C,75,153,REGION 07: KILGORE,82.4%,Elem/Secondary,/districts/trinidad-isd/trinidad-school/
district,107908.0,MURCHISON ISD,,MURCHISON ISD,Henderson,Not Rated: Senate Bill 1365,69,C,70,C,70,Not Rated: Senate Bill 1365,66,179,REGION 07: KILGORE,68.2%,District,/districts/murchison-isd/
campus,107908101.0,MURCHISON EL,MURCHISON EL,MURCHISON ISD,Henderson,Not Rated: Senate Bill 1365,69,C,70,C,70,Not Rated: Senate Bill 1365,66,179,REGION 07: KILGORE,68.2%,Elementary,/districts/murchison-isd/murchison-elementary-school/
district,107910.0,LAPOYNOR ISD,,LAPOYNOR ISD,Henderson,B,83,B,83,C,79,B,84,491,REGION 07: KILGORE,52.3%,District,/districts/lapoynor-isd/
campus,107910001.0,LAPOYNOR H S,LAPOYNOR H S,LAPOYNOR ISD,Henderson,B,86,B,86,B,80,B,86,179,REGION 07: KILGORE,46.4%,High School,/districts/lapoynor-isd/lapoynor-high-school/
campus,107910041.0,LAPOYNOR J H,LAPOYNOR J H,LAPOYNOR ISD,Henderson,C,77,C,78,C,77,C,76,110,REGION 07: KILGORE,51.8%,Middle School,/districts/lapoynor-isd/lapoynor-junior-high/
campus,107910101.0,LAPOYNOR EL,LAPOYNOR EL,LAPOYNOR ISD,Henderson,C,71,C,72,C,70,Not Rated: Senate Bill 1365,69,202,REGION 07: KILGORE,57.9%,Elementary,/districts/lapoynor-isd/lapoynor-elementary-school/
district,108802.0,HORIZON MONTESSORI PUBLIC SCHOOLS,,HORIZON MONTESSORI PUBLIC SCHOOLS,Hidalgo,C,79,C,71,B,82,C,71,"1,392",REGION 01: EDINBURG,70.9%,District,/districts/horizon-montessori-public-schools/
campus,108802101.0,HORIZON MONTESSORI,HORIZON MONTESSORI,HORIZON MONTESSORI PUBLIC SCHOOLS,Hidalgo,B,83,C,78,B,86,C,75,391,REGION 01: EDINBURG,74.7%,Elem/Secondary,/districts/horizon-montessori-public-schools/horizon-montessori/
campus,108802102.0,HORIZON MONTESSORI II,HORIZON MONTESSORI II,HORIZON MONTESSORI PUBLIC SCHOOLS,Hidalgo,C,72,Not Rated: Senate Bill 1365,57,C,74,Not Rated: Senate Bill 1365,66,354,REGION 01: EDINBURG,79.7%,Elementary,/districts/horizon-montessori-public-schools/horizon-montessori-ii/
campus,108802103.0,HORIZON MONTESSORI III,HORIZON MONTESSORI III,HORIZON MONTESSORI PUBLIC SCHOOLS,Hidalgo,B,82,C,71,B,86,C,72,354,REGION 01: EDINBURG,66.7%,Elem/Secondary,/districts/horizon-montessori-public-schools/horizon-montessori-iii/
campus,108802104.0,HORIZON MONTESSORI - PEARLAND,HORIZON MONTESSORI - PEARLAND,HORIZON MONTESSORI PUBLIC SCHOOLS,Hidalgo,Not Rated: Senate Bill 1365,52,Not Rated: Senate Bill 1365,62,Not Rated: Senate Bill 1365,58,Not Rated: Senate Bill 1365,30,293,REGION 01: EDINBURG,60.4%,Elementary,/districts/horizon-montessori-public-schools/horizon-montessori-pearland/
district,108804.0,TRIUMPH PUBLIC HIGH SCHOOLS-RIO GRANDE VALLEY,,TRIUMPH PUBLIC HIGH SCHOOLS-RIO GRANDE VALLEY,Hidalgo,A,100,A,91,A,94,B,83,484,REGION 01: EDINBURG,91.7%,District,/districts/triumph-public-high-schools-rio-gr/
campus,108804001.0,TRIUMPH PUBLIC HIGH SCHOOLS-MERCEDES,TRIUMPH PUBLIC HIGH SCHOOLS-MERCEDES,TRIUMPH PUBLIC HIGH SCHOOLS-RIO GRANDE VALLEY,Hidalgo,A,96,A,91,A,95,C,71,111,REGION 01: EDINBURG,95.5%,High School,/districts/triumph-public-high-schools-rio-gr/triumph-public-high-schools-merced/
